"","age","sex","age_group","level_education","ethnicity","religion","health_risk_associated_with_drinking_untreated_water","main_source_of_drinking_water_dry_season","main_source_of_drinking_water_wet_season","treat_drinking_water","chlorination_process_done_correctly","knowledge_on_cholera_season","often_treat_water","difficulties_accessing_water_treatment_products","drinking_water_treated","method_boiling_binary","method_chlorine_binary","potential_causes_binary","cholera_prevention_binary","frequency_treatment_binary","access_products_binary","community_practice_binary","traditional_beliefs_binary","source_drinking_binary","water_treatment_practice_score","water_treatment_category"
"569",44,"female","31-50","secondary","ngoni","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","yes",1,0,1,1,1,1,0,1,0,1,0.75,"Practices"
"570",38,"female","31-50","primary","ngoni","others_regligion","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","yes",1,1,1,1,1,1,0,1,0,1,0.833333333333333,"Practices"
"571",2002,"female",">50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_summer","Sometimes","yes",1,0,1,1,1,1,0,1,1,1,0.75,"Practices"
"572",46,"male","31-50","none","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,0,1,0.5,"Does Not Practice"
"573",18,"male","18-30","secondary","chewa","Christianity","yes","borehole_1","borehole_1","yes","no","in_winter","Sometimes","yes",1,1,1,1,1,1,0,0,1,1,0.75,"Practices"
"574",32,"male","31-50","primary","chewa","Christianity","no","borehole_1","borehole_1","no",NA,"in_winter",NA,NA,0,NA,NA,1,1,0,NA,1,NA,1,0.333333333333333,"Does Not Practice"
"575",58,"male",">50","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,0,1,0.5,"Does Not Practice"
"576",19,"female","18-30","none","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,NA,1,0.5,"Does Not Practice"
"577",23,"female","18-30","secondary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,1,1,0.583333333333333,"Practices"
"578",60,"female",">50","secondary","chewa","others_regligion","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,1,1,0.583333333333333,"Practices"
"579",27,"female","18-30","primary","chewa","Christianity","yes","dam","dam","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,0,0,0.416666666666667,"Does Not Practice"
"580",22,"female","18-30","primary","lomwe","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","no",1,0,1,1,1,1,1,1,0,1,0.833333333333333,"Practices"
"581",47,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,0,1,0.5,"Does Not Practice"
"582",49,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"583",54,"female",">50","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"584",24,"female","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","no","in_rainy_season","Always","yes",1,1,1,1,1,1,0,1,NA,1,0.833333333333333,"Practices"
"585",57,"female",">50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Sometimes","yes",1,1,0,1,1,1,0,0,NA,1,0.666666666666667,"Practices"
"586",23,"male","18-30","tertiary","other_enthni","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","yes",1,0,1,1,1,1,0,1,1,1,0.833333333333333,"Practices"
"587",35,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"588",28,"female","18-30","secondary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,NA,1,0.5,"Does Not Practice"
"589",23,"female","18-30","secondary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,1,1,0.5,"Does Not Practice"
"590",23,"female","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"591",43,"female","31-50","secondary","chewa","Christianity","yes","borehole_1","borehole_1","yes","no","in_rainy_season","Sometimes","yes",1,0,1,1,1,1,0,1,NA,1,0.75,"Practices"
"592",22,"male","18-30","secondary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"593",45,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"594",40,"male","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"595",46,"female","31-50","none","chewa","Christianity","yes","piped_into_yard_plot","piped_into_yard_plot","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,0,0.333333333333333,"Does Not Practice"
"596",25,"female","18-30","secondary","chewa","Christianity","yes","unprotected_well_1","unprotected_well_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,0,0.333333333333333,"Does Not Practice"
"597",47,"female","31-50","none","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,1,1,0.583333333333333,"Practices"
"598",92,"female",">50","primary","chewa","Christianity","no","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,NA,1,0.416666666666667,"Does Not Practice"
"599",39,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","no","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"600",18,"male","18-30","secondary","chewa","Christianity","yes","protected_well_1","protected_well_1","yes","no","in_rainy_season","Sometimes","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"601",22,"female","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","no","in_rainy_season","Sometimes","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"602",21,"female","18-30","primary","chewa","others_regligion","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"603",22,"female","18-30","secondary","chewa","others_regligion","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Always","no",1,0,0,1,1,1,1,0,NA,1,0.666666666666667,"Practices"
"604",21,"female","18-30","none","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"605",35,"female","31-50","primary","chewa","others_regligion","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season in_summer in_winter","Always","no",1,0,0,1,1,1,1,0,NA,1,0.666666666666667,"Practices"
"606",23,"male","18-30","primary","chewa","Christianity","yes","protected_well_1","protected_well_1","yes","no","in_rainy_season in_winter","Sometimes","yes",1,0,1,1,1,1,0,0,1,1,0.75,"Practices"
"607",35,"female","31-50","none","chewa","Christianity","yes","borehole_1","rainwater","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,1,1,0.5,"Does Not Practice"
"608",32,"female","31-50","tertiary","ngoni","Christianity","yes","protected_well_1","protected_well_1","yes",NA,"in_rainy_season","Never","no",1,0,0,1,1,0,1,0,1,1,0.666666666666667,"Practices"
"609",49,"female","31-50","primary","ngoni","Christianity","yes","protected_well_1","protected_well_1","yes","no","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"610",30,"male","18-30","none","chewa","muslim","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"611",40,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","no","in_rainy_season","Sometimes","yes",1,0,1,1,1,1,0,0,NA,1,0.666666666666667,"Practices"
"612",34,"female","31-50","secondary","chewa","Christianity","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Always","no",1,0,0,1,1,1,1,0,NA,1,0.666666666666667,"Practices"
"613",78,"female",">50","none","chewa","Christianity","yes","borehole_1","borehole_1","yes","no","in_rainy_season","Sometimes","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"614",45,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"615",22,"female","18-30","primary","chewa","Christianity","no","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.333333333333333,"Does Not Practice"
"616",48,"female","31-50","none","chewa","others_regligion","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,1,1,0.5,"Does Not Practice"
"617",30,"female","18-30","secondary","chewa","Christianity","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Sometimes","no",1,0,0,1,1,1,1,0,NA,1,0.666666666666667,"Practices"
"618",24,"female","18-30","primary","chewa","others_regligion","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,1,1,0.5,"Does Not Practice"
"619",55,"female",">50","none","chewa","others_regligion","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Sometimes","no",1,1,0,1,1,1,1,0,NA,1,0.75,"Practices"
"620",83,"female",">50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Sometimes","yes",1,0,0,1,1,1,0,0,1,1,0.666666666666667,"Practices"
"621",32,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"622",28,"female","18-30","primary","chewa","others_regligion","no","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,1,1,0.416666666666667,"Does Not Practice"
"623",28,"female","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"624",79,"female",">50","none","chewa","Christianity","yes","protected_well_1","protected_well_1","yes","no","in_rainy_season","Sometimes","no",1,0,1,1,1,1,1,0,1,1,0.833333333333333,"Practices"
"625",45,"female","31-50","primary","ngoni","Christianity","yes","borehole_1","borehole_1","yes","no","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"626",37,"female","31-50","secondary","chewa","Christianity","yes","borehole_1","borehole_1","yes","no","in_rainy_season","Sometimes","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"627",24,"female","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","no","in_rainy_season","Always","yes",1,0,1,1,1,1,0,0,1,1,0.75,"Practices"
"628",30,"female","18-30","primary","chewa","Christianity","no","borehole_1","borehole_1","no",NA,"do_not_know",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.25,"Does Not Practice"
"629",32,"female","31-50","primary","chewa","others_regligion","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Always","yes",1,0,0,1,1,1,0,0,1,1,0.666666666666667,"Practices"
"630",56,"male",">50","secondary","chewa","Christianity","yes","borehole_1","borehole_1","yes",NA,"in_summer","Always","yes",1,0,0,1,1,1,0,1,NA,1,0.583333333333333,"Practices"
"631",35,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes",NA,"in_summer","Always","yes",1,0,0,1,1,1,0,0,NA,1,0.5,"Does Not Practice"
"632",36,"male","31-50","primary","nyanja","Christianity","no","borehole_1","river_stream","no",NA,"in_summer",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.25,"Does Not Practice"
"633",28,"male","18-30","primary","chewa","Christianity","no","borehole_1","borehole_1","yes",NA,"in_summer","Always","yes",1,0,0,1,1,1,0,0,NA,1,0.416666666666667,"Does Not Practice"
"634",21,"female","18-30","primary","nyanja","Christianity","no","borehole_1","borehole_1","no",NA,"in_summer",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.25,"Does Not Practice"
"635",24,"female","18-30","secondary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"636",25,"female","18-30","secondary","chewa","Christianity","yes","borehole_1","borehole_1","yes","no","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"637",35,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"638",37,"female","31-50","none","chewa","Christianity","yes","borehole_1","borehole_1","yes","no","in_rainy_season","Sometimes","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"639",33,"female","31-50","tertiary","chewa","Christianity","yes","piped_into_yard_plot","piped_into_yard_plot","yes","no","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,1,0,0.75,"Practices"
"640",53,"female",">50","tertiary","chewa","Christianity","yes","piped_into_yard_plot","piped_into_yard_plot","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,0,0.333333333333333,"Does Not Practice"
"641",19,"female","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","no","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"642",29,"female","18-30","secondary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_summer",NA,NA,0,NA,NA,1,1,0,NA,0,1,1,0.416666666666667,"Does Not Practice"
"643",52,"male",">50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","no",1,1,1,1,1,1,1,0,NA,1,0.833333333333333,"Practices"
"644",53,"female",">50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","no","in_rainy_season","Sometimes","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"645",29,"male","18-30","primary","chewa","Christianity","yes","river_stream","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,0,1,0.5,"Does Not Practice"
"646",62,"female",">50","none","chewa","Christianity","no","river_stream","borehole_1","yes","no","in_rainy_season","Sometimes","no",1,0,1,1,1,1,1,0,NA,1,0.666666666666667,"Practices"
"647",25,"female","18-30","secondary","chewa","Christianity","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Sometimes","yes",1,1,0,1,1,1,0,0,1,1,0.75,"Practices"
"648",31,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,1,1,0.5,"Does Not Practice"
"649",21,"female","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"650",18,"female","18-30","primary","chewa","Christianity","no","community_standpipe","community_standpipe","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,0,0.25,"Does Not Practice"
"651",40,"male","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Always","no",1,0,0,1,1,1,1,0,NA,1,0.666666666666667,"Practices"
"652",35,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_summer","Always","no",1,0,1,1,1,1,1,0,NA,1,0.666666666666667,"Practices"
"653",24,"male","18-30","secondary","chewa","Christianity","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Always","yes",1,1,0,1,1,1,0,0,NA,1,0.666666666666667,"Practices"
"654",23,"female","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","no","in_rainy_season","Always","no",1,1,1,1,1,1,1,0,NA,1,0.833333333333333,"Practices"
"655",54,"female",">50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","no","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"656",21,"female","18-30","primary","chewa","Christianity","no","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.333333333333333,"Does Not Practice"
"657",30,"female","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Always","yes",1,0,0,1,1,1,0,0,NA,1,0.583333333333333,"Practices"
"658",30,"female","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"659",36,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"660",18,"female","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_summer",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.333333333333333,"Does Not Practice"
"661",68,"female",">50","primary","chewa","Christianity","yes","borehole_1","rainwater","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"662",28,"female","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"663",52,"male",">50","none","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"664",25,"female","18-30","secondary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_summer in_rainy_season in_winter",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"665",58,"male",">50","primary","chewa","Christianity","yes","borehole_1","rainwater","no",NA,"in_rainy_season in_summer",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"666",43,"male","31-50","none","lomwe","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season in_summer in_winter",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"667",39,"male","31-50","primary","chewa","Christianity","no","borehole_1","rainwater","no",NA,"in_rainy_season do_not_know",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.333333333333333,"Does Not Practice"
"668",71,"female",">50","primary","chewa","Christianity","yes","borehole_1","rainwater","no",NA,"in_rainy_season in_summer in_winter",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"669",45,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","yes",1,0,1,1,1,1,0,1,NA,1,0.75,"Practices"
"670",27,"female","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Sometimes","yes",1,0,0,1,1,1,0,1,1,1,0.75,"Practices"
"671",24,"male","18-30","secondary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,NA,1,0.5,"Does Not Practice"
"672",44,"female","31-50","primary","chewa","Christianity","no","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.333333333333333,"Does Not Practice"
"673",42,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,1,1,0.583333333333333,"Practices"
"674",45,"female","31-50","primary","chewa","Christianity","yes","dam","dam","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,1,0,0.5,"Does Not Practice"
"675",28,"female","18-30","secondary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","yes",1,0,1,1,1,1,0,1,1,1,0.833333333333333,"Practices"
"676",33,"male","31-50","tertiary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","yes",1,0,1,1,1,1,0,0,1,1,0.75,"Practices"
"677",80,"female",">50","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"678",34,"female","31-50","secondary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"679",45,"female","31-50","none","chewa","Christianity","no","borehole_1","borehole_1","yes",NA,"in_rainy_season","Always","no",1,0,0,1,1,1,1,0,NA,1,0.583333333333333,"Practices"
"680",46,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Always","no",1,0,0,1,1,1,1,0,NA,1,0.666666666666667,"Practices"
"681",61,"female",">50","primary","chewa","Christianity","yes","unprotected_well_1","unprotected_well_1","yes","yes","in_rainy_season","Always","yes",1,0,1,1,1,1,0,0,1,0,0.666666666666667,"Practices"
"682",39,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","no","in_rainy_season","Always","no",1,0,1,1,1,1,1,1,NA,1,0.833333333333333,"Practices"
"683",41,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","no","in_rainy_season","Always","no",1,0,1,1,1,1,1,1,NA,1,0.833333333333333,"Practices"
"684",41,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","no","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"685",35,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","no","in_rainy_season","Always","yes",1,0,1,1,1,1,0,0,NA,1,0.666666666666667,"Practices"
"686",35,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","no","do_not_know","Always","yes",1,0,1,1,1,1,0,0,NA,1,0.583333333333333,"Practices"
"687",52,"female",">50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","no","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"688",43,"female","31-50","none","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","yes",1,0,1,1,1,1,0,1,NA,1,0.75,"Practices"
"689",35,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Always","no",1,0,0,1,1,1,1,0,1,1,0.75,"Practices"
"690",43,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","yes",1,0,1,1,1,1,0,0,NA,1,0.666666666666667,"Practices"
"691",19,"male","18-30","none","chewa","others_regligion","no","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.333333333333333,"Does Not Practice"
"692",37,"male","31-50","primary","chewa","Christianity","no","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","yes",1,0,1,1,1,1,0,0,NA,1,0.583333333333333,"Practices"
"693",21,"female","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","yes",1,0,1,1,1,1,0,0,0,1,0.666666666666667,"Practices"
"694",22,"female","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","yes",1,0,1,1,1,1,0,0,NA,1,0.666666666666667,"Practices"
"695",21,"female","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","no",1,0,1,1,1,1,1,1,NA,1,0.833333333333333,"Practices"
"696",22,"female","18-30","primary","chewa","Christianity","no","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.333333333333333,"Does Not Practice"
"697",26,"female","18-30","secondary","chewa","Christianity","yes","protected_well_1","protected_well_1","yes","yes","in_rainy_season","Sometimes","yes",1,0,1,1,1,1,0,0,NA,1,0.666666666666667,"Practices"
"698",32,"female","31-50","primary","ngoni","Christianity","yes","protected_well_1","protected_well_1","yes","yes","in_rainy_season","Sometimes","yes",1,0,1,1,1,1,0,0,NA,1,0.666666666666667,"Practices"
"699",20,"female","18-30","primary","chewa","Christianity","no","protected_well_1","protected_well_1","yes",NA,"do_not_know","donot_know","no",1,0,0,1,1,0,1,0,NA,1,0.416666666666667,"Does Not Practice"
"700",41,"female","31-50","secondary","chewa","Christianity","yes","protected_well_1","protected_well_1","yes","no","in_rainy_season","Sometimes","yes",1,0,1,1,1,1,0,0,1,1,0.75,"Practices"
"701",31,"female","31-50","secondary","chewa","muslim","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,NA,1,0.5,"Does Not Practice"
"702",45,"female","31-50","primary","chewa","Christianity","yes","protected_well_1","protected_well_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,NA,1,0.5,"Does Not Practice"
"703",20,"female","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,NA,1,0.5,"Does Not Practice"
"704",73,"male",">50","primary","chewa","Christianity","yes","dam","dam","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,0,0.333333333333333,"Does Not Practice"
"705",31,"male","31-50","primary","chewa","Christianity","yes","protected_well_1","protected_well_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"706",22,"male","18-30","primary","chewa","Christianity","no","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.333333333333333,"Does Not Practice"
"707",42,"female","31-50","secondary","lomwe","Christianity","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Always","yes",1,1,0,1,1,1,0,1,NA,1,0.75,"Practices"
"708",28,"female","18-30","primary","chewa","Christianity","yes","protected_well_1","protected_well_1","yes","yes","in_rainy_season","Sometimes","yes",1,0,1,1,1,1,0,1,NA,1,0.75,"Practices"
"709",27,"female","18-30","none","chewa","Christianity","no","dam","dam","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,0,0.25,"Does Not Practice"
"710",24,"female","18-30","primary","ngoni","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,1,1,0.5,"Does Not Practice"
"711",56,"female",">50","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,NA,1,0.5,"Does Not Practice"
